Number,ID,OBJECTID,LINE_NO,GMT_DATE,GMT_TIME,LMT_DATE,LMT_TIME,ECEF_X,ECEF_Y,ECEF_Z,LATITUDE,LONGITUDE,HEIGHT,DOP,NAV,VALIDATED,SATS_USED,CH1_SATID,CH1_C_N,CH2_SATID,CH2_C_N,CH3_SATID,CH3_C_N,CH4_SATID,CH4_C_N,CH5_SATID,CH5_C_N,CH6_SATID,CH6_C_N,CH7_SATID,CH7_C_N,CH8_SATID,CH8_C_N,CH9_SATID,CH9_C_N,CH10_SATID,CH10_C_N,CH11_SATID,CH11_C_N,CH12_SATID,CH12_C_N,MAIN_VOL,BU_VOL,TEMP,CLK_OFFSET,REMARKS,Year,Month,Day,LandCover,Roads_Dist,Wetlands_D,Water_Dist,scale_Elev,scale_Slop,scale_RELa,PercentC,PercentN,PercentP,qtyC,qtyN,qtyP,CNratio,CPratio,NPratio,FID_Forest,OBJECTID_1,FORESTID,FORESTTYPE,STOCKING,SITECODE,SHAPE_Leng,SHAPE_Area,OBJECTID_2,SPCOMP,STRATUM,AGE_CODE,HGT_CODE,CDEN_CODE,RR_SUBTYPE,FORESTID_1,OID_,Device_ID,Altitude,Fix_Status,Temp__C_,Main__V_,Back__V_,...83,...84,...85,...86,itime,idate,datetime,EASTING,NORTHING
224,PPM009,571,577,2011-06-20T00:00:00Z,00:00:45,2011-06-19T00:00:00Z,20:30:45,2218973,-3354681,4933648,50.999721,-56.517128,158.2,2.2,3D,Yes,7,7,38,8,47,11,44,17,41,19,41,24,50,28,44,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,20,5,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,00:00:45,2011-06-20,2011-06-20T00:00:45Z,533883.054649978,5649904.82266012
223,PPM009,570,578,2011-06-20T00:00:00Z,02:00:41,2011-06-19T00:00:00Z,22:30:41,2218960,-3354699,4933650,50.999677,-56.517424,164.69,2.6,3D,Yes,6,4,41,11,44,17,47,20,47,24,44,28,50,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,8,,0,2011,6,20,5,78.7905,704.724,2641.54,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,02:00:41,2011-06-20,2011-06-20T02:00:41Z,533862.316504229,5649899.79373361
236,PPM009,584,579,2011-06-20T00:00:00Z,04:00:19,2011-06-20T00:00:00Z,00:30:19,2218958,-3354666,4933669,50.999985,-56.517189,161.44,2,3D,Yes,7,2,50,4,47,10,47,12,47,13,35,17,44,20,41,0,0,0,0,0,0,0,0,0,0,3.42,3.64,9,,0,2011,6,20,5,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,04:00:19,2011-06-20,2011-06-20T04:00:19Z,533878.582051183,5649934.15220792
238,PPM009,586,580,2011-06-20T00:00:00Z,06:00:14,2011-06-20T00:00:00Z,02:30:14,2218979,-3354582,4933715,51.000653,-56.516279,160.39,3.2,3D,Yes,5,2,47,4,41,10,47,12,41,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,8,,0,2011,6,20,10,222.853,852.25,2766.66,0.413158419415,-0.330929969838,0.0417527917915,50.110604301,2.85167076934,0.256519411369,-3.50373872599,-6.36832903072,-8.78478809605,20.5495143998,516.739672451,24.8498255272,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,06:00:14,2011-06-20,2011-06-20T06:00:14Z,533941.948542769,5650008.85435359
237,PPM009,585,581,2011-06-20T00:00:00Z,08:00:48,2011-06-20T00:00:00Z,04:30:48,2218977,-3354613,4933704,51.000418,-56.516546,167.41,2.4,3D,Yes,7,2,47,5,50,8,44,10,41,15,47,26,50,29,47,0,0,0,0,0,0,0,0,0,0,3.42,3.64,9,,0,2011,6,20,10,176.181,787.905,2692.75,0.413158419415,-0.488337635417,-0.0609697748878,50.110604301,2.85167076934,0.256519411369,-3.50373872599,-6.36832903072,-8.78478809605,20.5495143998,516.739672451,24.8498255272,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,08:00:48,2011-06-20,2011-06-20T08:00:48Z,533923.385030276,5649982.59876484
240,PPM009,588,582,2011-06-20T00:00:00Z,10:00:23,2011-06-20T00:00:00Z,06:30:23,2219031,-3354533,4933727,51.000806,-56.515276,162.05,1.8,3D,Yes,8,5,47,8,44,9,38,15,50,18,38,21,41,26,50,27,47,0,0,0,0,0,0,0,0,3.42,3.66,9,,0,2011,6,20,10,236.371,918.847,2730.52,0.413158419415,-0.273348025248,0.15831461036,50.1288492972,2.83970845449,0.255440535949,-3.50266188245,-6.37139762743,-8.78761424291,20.6289304105,518.539819675,24.8446537382,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,10:00:23,2011-06-20,2011-06-20T10:00:23Z,534012.215276491,5650026.33066093
241,PPM009,589,584,2011-06-20T00:00:00Z,14:00:41,2011-06-20T00:00:00Z,10:30:41,2218854,-3354648,4933729,51.00083,-56.518283,162.51,2.4,3D,Yes,7,9,38,12,44,14,44,18,44,22,47,25,47,31,41,0,0,0,0,0,0,0,0,0,0,3.42,3.66,11,,0,2011,6,20,5,157.581,726.412,2619.12,0.413158419415,-0.67471646431,-0.211949264602,49.8348521361,2.8835209015,0.283936481641,-2.38782654269,-5.24728946894,-7.58829430766,20.556745752,483.702013498,23.2936059241,7215,1237614,1040985,1,ST,M,1919.34092158,67769.5145,473366,bFbS,bF32,4,3,2,1,1040985,,,,,,,,,,,,14:00:41,2011-06-20,2011-06-20T14:00:41Z,533801.203063055,5650027.61656394
239,PPM009,587,585,2011-06-20T00:00:00Z,16:00:48,2011-06-20T00:00:00Z,12:30:48,2218856,-3354656,4933720,51.000724,-56.518322,160.41,2.6,3D,Yes,5,14,38,20,35,25,44,29,35,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,10,,0,2011,6,20,5,157.581,726.412,2619.12,0.413158419415,-0.67471646431,-0.211949264602,49.8348521361,2.8835209015,0.283936481641,-2.38782654269,-5.24728946894,-7.58829430766,20.556745752,483.702013498,23.2936059241,7215,1237614,1040985,1,ST,M,1919.34092158,67769.5145,473366,bFbS,bF32,4,3,2,1,1040985,,,,,,,,,,,,16:00:48,2011-06-20,2011-06-20T16:00:48Z,533798.543532327,5650015.81116792
233,PPM009,580,586,2011-06-20T00:00:00Z,18:00:30,2011-06-20T00:00:00Z,14:30:30,2219010,-3354682,4933644,50.99955,-56.516696,168.46,2.8,3D,Yes,4,16,44,20,38,23,44,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,20,6,78.7905,704.724,2641.54,0.437164233497,-0.521787163108,-0.130703984567,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,18:00:30,2011-06-20,2011-06-20T18:00:30Z,533913.492533682,5649886.00558626
231,PPM009,578,587,2011-06-20T00:00:00Z,20:00:50,2011-06-20T00:00:00Z,16:30:50,2219014,-3354685,4933629,50.999432,-56.516672,159.77,3.6,3D,Yes,6,3,41,6,44,7,29,13,44,16,44,21,41,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.64,9,,0,2011,6,20,6,78.7905,704.724,2641.54,0.437164233497,-0.521787163108,-0.130703984567,49.1639407521,3.2280975562,0.339364727265,-2.84404246562,-5.58572446135,-7.83232576999,18.3859628881,382.278771279,21.2636060102,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,20:00:50,2011-06-20,2011-06-20T20:00:50Z,533915.262633491,5649872.89467851
232,PPM009,579,588,2011-06-20T00:00:00Z,20:30:09,2011-06-20T00:00:00Z,17:00:09,2219009,-3354697,4933653,50.999517,-56.516826,182.98,3.6,3D,Yes,6,3,47,6,47,7,38,13,38,16,44,21,29,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,9,,0,2011,6,20,6,78.7905,704.724,2641.54,0.437164233497,-0.521787163108,-0.130703984567,49.1639407521,3.2280975562,0.339364727265,-2.84404246562,-5.58572446135,-7.83232576999,18.3859628881,382.278771279,21.2636060102,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,20:30:09,2011-06-20,2011-06-20T20:30:09Z,533904.394515082,5649882.27609692
234,PPM009,581,589,2011-06-20T00:00:00Z,22:00:24,2011-06-20T00:00:00Z,18:30:24,2218948,-3354704,4933653,50.999711,-56.517606,165.48,4.8,3D,Yes,5,3,44,6,38,7,50,16,35,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,9,,0,2011,6,20,5,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,22:00:24,2011-06-20,2011-06-20T22:00:24Z,533849.520903091,5649903.49105606
235,PPM009,582,590,2011-06-21T00:00:00Z,00:00:48,2011-06-20T00:00:00Z,20:30:48,2218961,-3354687,4933658,50.999789,-56.517318,164.95,2.2,3D,Yes,7,8,35,11,47,17,32,19,47,22,38,24,47,28,44,0,0,0,0,0,0,0,0,0,0,3.4,3.66,8,,0,2011,6,21,5,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,00:00:48,2011-06-21,2011-06-21T00:00:48Z,533869.672936223,5649912.29715657
243,PPM009,591,592,2011-06-21T00:00:00Z,04:00:25,2011-06-21T00:00:00Z,00:30:25,2219011,-3354679,4933640,50.999541,-56.516661,164.12,2.4,3D,Yes,6,2,41,4,47,10,44,17,47,20,44,23,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,8,,0,2011,6,21,6,78.7905,704.724,2641.54,0.437164233497,-0.521787163108,-0.130703984567,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,04:00:25,2011-06-21,2011-06-21T04:00:25Z,533915.955036739,5649885.02086029
245,PPM009,593,593,2011-06-21T00:00:00Z,06:00:40,2011-06-21T00:00:00Z,02:30:40,2218969,-3354658,4933672,51.000006,-56.516995,163.39,2.6,3D,Yes,6,2,50,4,44,5,47,10,47,23,44,25,41,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,9,,0,2011,6,21,6,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,06:00:40,2011-06-21,2011-06-21T06:00:40Z,533892.179558165,5649936.5766367
244,PPM009,592,594,2011-06-21T00:00:00Z,08:00:41,2011-06-21T00:00:00Z,04:30:41,2218984,-3354674,4933656,50.999764,-56.516942,164.56,3,3D,Yes,5,2,47,5,47,10,38,26,50,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,8,,0,2011,6,21,6,111.427,743.308,2666.1,0.437164233497,-0.571284463082,-0.304655852817,49.5753716761,3.06119023833,0.292228928703,-2.60738685481,-5.39750001171,-7.75009701445,19.1784679203,448.954251975,23.4011073184,10885,1264181,1050265,1,ST,M,1728.17186587,84587.71575,465240,bFwS,bF13,1,1,3,1,1050265,,,,,,,,,,,,08:00:41,2011-06-21,2011-06-21T08:00:41Z,533896.074846779,5649909.68988708
246,PPM009,594,595,2011-06-21T00:00:00Z,10:01:41,2011-06-21T00:00:00Z,06:31:41,2218778,-3353977,4934205,51.007725,-56.513912,153.91,4.8,3D,No,4,5,38,15,50,21,44,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.66,9,,0,2011,6,21,6,996.63,1051.2,2350.55,0.185103185635,-0.47774445424,0.511389567941,49.6594172141,2.97728499593,0.293267402484,-3.09083138913,-5.92013600808,-8.25040866991,20.0149058987,463.17192795,23.1483865566,3444,1213935,1028327,1,ST,M,2218.96802898,134911.35825,491293,bF,bF32,3,3,2,1,1028327,,,,,,,,,,,,10:01:41,2011-06-21,2011-06-21T10:01:41Z,534102.850929511,5650796.3745941
247,PPM009,595,596,2011-06-21T00:00:00Z,12:00:44,2011-06-21T00:00:00Z,08:30:44,2218893,-3353830,4934239,51.00833,-56.51139,143.12,3,3D,Yes,5,9,38,15,44,18,44,21,35,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,21,1,1128.11,1024.28,2190.6,0.173100278594,-0.366101268159,-0.0944447567198,49.9140464328,2.81693979886,0.272910940693,-2.3265467512,-5.20909648555,-7.56679904423,21.0037790872,502.527653776,23.6802267053,12427,1272665,1046856,1,ST,M,896.354267777,26182.3764501,466597,bFbS,bF43,7,4,3,1,1046856,,,,,,,,,,,,12:00:44,2011-06-21,2011-06-21T12:00:44Z,534279.342005646,5650864.82222544
249,PPM009,597,597,2011-06-21T00:00:00Z,14:00:52,2011-06-21T00:00:00Z,10:30:52,2219389,-3353442,4934298,51.009012,-56.502446,157.6,4.8,3D,No,4,9,44,12,35,18,32,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.66,11,,0,2011,6,21,6,1376.02,1202.68,1800.15,0.197106092676,0.0293511364659,-0.280469346754,49.5418111084,3.00084395123,0.305188844166,-1.31532740138,-4.13334504939,-6.43149379386,19.8003905137,441.144136836,22.3050959464,11125,1265345,1049444,1,ST,G,1814.09188445,104954.1242,471253,bFwB,sH42,4,4,2,1,1049444,,,,,,,,,,,,14:00:52,2011-06-21,2011-06-21T14:00:52Z,534906.30979791,5650944.8599322
248,PPM009,596,598,2011-06-21T00:00:00Z,16:00:50,2011-06-21T00:00:00Z,12:30:50,2219389,-3353473,4934298,51.008832,-56.502689,173.87,2.6,3D,Yes,5,12,29,14,47,25,44,29,41,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,12,,0,2011,6,21,6,1304.21,1270.46,1872.83,0.197106092676,0.0293511364659,-0.280469346754,49.5418111084,3.00084395123,0.305188844166,-1.31532740138,-4.13334504939,-6.43149379386,19.8003905137,441.144136836,22.3050959464,11125,1265345,1049444,1,ST,G,1814.09188445,104954.1242,471253,bFwB,sH42,4,4,2,1,1049444,,,,,,,,,,,,16:00:50,2011-06-21,2011-06-21T16:00:50Z,534889.397062107,5650924.72833791
253,PPM009,601,599,2011-06-21T00:00:00Z,18:03:01,2011-06-21T00:00:00Z,14:33:01,2219395,-3353050,4934584,51.01289,-56.499292,176.31,3,2D,No,3,16,38,29,35,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.66,13,,0,2011,6,21,1,1832.62,1060.02,1346.37,-0.0669578622269,1.13030888961,0.0484192461346,50.2883849785,2.69712299683,0.257779621717,-2.73349722798,-5.65990119997,-8.03488045972,21.822675916,533.558923683,24.0750360546,1254,1199168,1029473,1,ST,G,6159.06909606,336549.38315,494572,bF,bF42,3,4,2,1,1029473,,,,,,,,,,,,18:03:01,2011-06-21,2011-06-21T18:03:01Z,535124.650772017,5651377.60383066
254,PPM009,602,600,2011-06-21T00:00:00Z,20:01:12,2011-06-21T00:00:00Z,16:31:12,2219520,-3352917,4934616,51.013364,-56.49676,174.82,4.2,3D,Yes,5,3,41,6,44,13,35,16,44,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,13,,0,2011,6,21,1,1974.48,1136.33,1223.16,-0.126972397432,0.147621281632,0.070557716716,49.7976446598,2.91183607085,0.28285876784,-3.61913664975,-6.47219617477,-8.82055566064,20.4772007816,485.652769779,23.5912538141,7641,1240383,1038307,1,ST,G,1785.48317208,89778.2875,473853,bF,bF52,7,5,2,1,1038307,,,,,,,,,,,,20:01:12,2011-06-21,2011-06-21T20:01:12Z,535301.909682251,5651431.52371473
251,PPM009,599,601,2011-06-21T00:00:00Z,22:00:42,2011-06-21T00:00:00Z,18:30:42,2219783,-3353103,4934343,51.009722,-56.495098,151.55,3.2,3D,Yes,6,3,47,6,44,7,41,8,41,19,50,22,29,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,21,6,1656.48,1448.55,1593.44,0.113085743389,0.456771898088,0.0169231196465,49.420451384,3.15897203989,0.322080877944,-1.93120166509,-4.69794473288,-6.98124539013,18.8255542201,408.497996424,22.0333018116,10716,1263261,1049555,1,ST,G,4643.03503583,269007.06955,468993,bFwB,sH52,4,5,2,1,1049555,,,,,,,,,,,,22:00:42,2011-06-21,2011-06-21T22:00:42Z,535421.27123968,5651027.31930204
250,PPM009,598,602,2011-06-22T00:00:00Z,00:00:47,2011-06-21T00:00:00Z,20:30:47,2219705,-3353209,4934305,51.009191,-56.496859,150.53,3,3D,Yes,5,8,38,11,47,19,41,24,47,28,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,12,,0,2011,6,22,6,1551.99,1448.55,1684.35,0.161097371553,0.29932518551,0.0193294990804,49.3710261221,3.17375185619,0.324701697969,-1.97206761025,-4.73341584136,-7.01218527613,18.7270377419,403.868177826,21.9351908325,10716,1263261,1049555,1,ST,G,4643.03503583,269007.06955,468993,bFwB,sH52,4,5,2,1,1049555,,,,,,,,,,,,00:00:47,2011-06-22,2011-06-22T00:00:47Z,535298.132434195,5650967.42574934
252,PPM009,600,603,2011-06-22T00:00:00Z,02:00:47,2011-06-21T00:00:00Z,22:30:47,2219782,-3353099,4934344,51.009755,-56.495079,149.88,2.6,3D,Yes,6,9,32,11,29,17,44,20,44,24,47,28,44,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,11,,0,2011,6,22,6,1691.7,1505.29,1583.67,0.113085743389,0.497757781154,0.034520597171,49.420451384,3.15897203989,0.322080877944,-1.93120166509,-4.69794473288,-6.98124539013,18.8255542201,408.497996424,22.0333018116,10716,1263261,1049555,1,ST,G,4643.03503583,269007.06955,468993,bFwB,sH52,4,5,2,1,1049555,,,,,,,,,,,,02:00:47,2011-06-22,2011-06-22T02:00:47Z,535422.579036171,5651030.9981334
265,PPM009,614,604,2011-06-22T00:00:00Z,04:01:42,2011-06-22T00:00:00Z,00:31:42,2219753,-3353139,4934332,51.009566,-56.495738,151.46,3.2,3D,Yes,4,4,44,10,35,17,38,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.66,9,,0,2011,6,22,6,1656.48,1448.55,1593.44,0.113085743389,0.456771898088,0.0169231196465,49.409696342,3.16130921929,0.322356729729,-1.93794289974,-4.70381405532,-6.98688199466,18.8101771889,407.998498145,22.029400166,10716,1263261,1049555,1,ST,G,4643.03503583,269007.06955,468993,bFwB,sH52,4,5,2,1,1049555,,,,,,,,,,,,04:01:42,2011-06-22,2011-06-22T04:01:42Z,535376.491114951,5651009.66428438
264,PPM009,613,605,2011-06-22T00:00:00Z,06:00:53,2011-06-22T00:00:00Z,02:30:53,2219820,-3353203,4934251,51.008477,-56.495445,145.35,3.8,3D,Yes,5,2,50,4,50,10,47,13,38,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,9,,0,2011,6,22,6,1515.57,1529.83,1749.43,0.209108999717,0.180485182039,-0.00173851649241,49.5888334696,2.97453774305,0.303015010354,-1.31047180229,-4.13765480628,-6.43459325769,19.9746710071,444.781358255,22.2769025016,10301,1261075,1049346,1,ST,G,1446.0519747,53996.6156001,471155,bFwB,sH41,3,4,1,1,1049346,,,,,,,,,,,,06:00:53,2011-06-22,2011-06-22T06:00:53Z,535397.87530973,5650888.70481067
263,PPM009,612,606,2011-06-22T00:00:00Z,08:00:41,2011-06-22T00:00:00Z,04:30:41,2219807,-3353216,4934255,51.008474,-56.495702,150.77,2.8,3D,Yes,5,2,44,5,47,10,32,26,44,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,22,6,1515.57,1529.83,1749.43,0.209108999717,0.180485182039,-0.00173851649241,49.5888334696,2.97453774305,0.303015010354,-1.31047180229,-4.13765480628,-6.43459325769,19.9746710071,444.781358255,22.2769025016,10301,1261075,1049346,1,ST,G,1446.0519747,53996.6156001,471155,bFwB,sH41,3,4,1,1,1049346,,,,,,,,,,,,08:00:41,2011-06-22,2011-06-22T08:00:41Z,535379.847436178,5650888.24782271
261,PPM009,610,608,2011-06-22T00:00:00Z,12:00:20,2011-06-22T00:00:00Z,08:30:20,2219725,-3354073,4933727,51.000811,-56.503415,161.62,5.2,3D,Yes,6,9,47,15,44,18,44,21,38,26,32,27,47,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,11,,0,2011,6,22,6,498.315,1060.02,2257.59,0.389152605333,0.461261784954,-0.057601954249,49.4097331321,3.1949382178,0.33356307506,-2.64862753634,-5.40352471301,-7.66084189672,18.6032405536,393.134319143,21.4687686923,8027,1242825,1038781,1,ST,M,2527.76835301,104278.08175,473049,bF,bF52,7,5,2,1,1038781,,,,,,,,,,,,12:00:20,2011-06-22,2011-06-22T12:00:20Z,534844.472406209,5650032.42566869
259,PPM009,608,609,2011-06-22T00:00:00Z,14:00:53,2011-06-22T00:00:00Z,10:30:53,2219691,-3354113,4933716,51.000647,-56.504134,162.25,2.6,3D,Yes,5,9,44,12,47,14,41,25,41,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.64,10,,0,2011,6,22,6,498.315,1060.02,2257.59,0.389152605333,0.461261784954,-0.057601954249,49.4097331321,3.1949382178,0.33356307506,-2.64862753634,-5.40352471301,-7.66084189672,18.6032405536,393.134319143,21.4687686923,8027,1242825,1038781,1,ST,M,2527.76835301,104278.08175,473049,bF,bF52,7,5,2,1,1038781,,,,,,,,,,,,14:00:53,2011-06-22,2011-06-22T14:00:53Z,534794.144400571,5650013.84880838
260,PPM009,609,611,2011-06-22T00:00:00Z,18:00:53,2011-06-22T00:00:00Z,14:30:53,2219692,-3354120,4933725,51.000653,-56.504177,173.27,3,3D,Yes,5,6,35,16,50,23,47,29,44,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,10,,0,2011,6,22,6,459.424,1119.82,2297.12,0.377149698292,0.426071947077,-0.078249777932,49.4097331321,3.1949382178,0.33356307506,-2.64862753634,-5.40352471301,-7.66084189672,18.6032405536,393.134319143,21.4687686923,8027,1242825,1038781,1,ST,M,2527.76835301,104278.08175,473049,bF,bF52,7,5,2,1,1038781,,,,,,,,,,,,18:00:53,2011-06-22,2011-06-22T18:00:53Z,534791.122685831,5650014.49573285
276,PPM009,626,619,2011-06-23T00:00:00Z,10:01:35,2011-06-23T00:00:00Z,06:31:35,2219647,-3354154,4933717,51.000583,-56.504979,169.27,2.4,3D,Yes,6,5,29,8,29,9,32,21,35,26,35,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.66,10,,0,2011,6,23,6,459.424,1119.82,2297.12,0.377149698292,0.426071947077,-0.078249777932,49.4002461019,3.19494829964,0.333388544015,-2.65345176824,-5.4082741234,-7.66616846023,18.6035858602,393.401409035,21.4838364184,8027,1242825,1038781,1,ST,M,2527.76835301,104278.08175,473049,bF,bF52,7,5,2,1,1038781,,,,,,,,,,,,10:01:35,2011-06-23,2011-06-23T10:01:35Z,534734.900160536,5650006.33336036
272,PPM009,622,620,2011-06-23T00:00:00Z,12:00:53,2011-06-23T00:00:00Z,08:30:53,2219699,-3354211,4933658,50.999717,-56.504809,171.39,2.8,3D,Yes,6,9,41,15,41,18,44,21,29,22,32,27,38,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.62,10,,0,2011,6,23,8,393.952,1071.67,2229.92,0.425161326456,-0.273348025248,-0.16179177384,49.9360679892,2.87469851813,0.282607836497,-2.31110158973,-5.17436802584,-7.51766668104,20.613388916,486.37015072,23.3282109738,9020,1250226,1045117,1,ST,M,1024.78981183,37889.1317501,470834,bFbS,bF42,7,4,2,1,1045117,,,,,,,,,,,,12:00:53,2011-06-23,2011-06-23T12:00:53Z,534747.475593184,5649910.11173962
271,PPM009,621,622,2011-06-23T00:00:00Z,16:00:53,2011-06-23T00:00:00Z,12:30:53,2219735,-3354203,4933635,50.999495,-56.504318,161.82,2.6,3D,Yes,5,12,44,14,44,25,50,29,38,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.66,11,,0,2011,6,23,8,324.862,1027.3,2163.51,0.425161326456,-0.30022307944,-0.211949264602,49.9276974646,2.87988049565,0.283079421714,-2.31199218111,-5.1734588211,-7.51684431479,20.5789955824,485.580744248,23.3301323598,9020,1250226,1045117,1,ST,M,1024.78981183,37889.1317501,470834,bFbS,bF42,7,4,2,1,1045117,,,,,,,,,,,,16:00:53,2011-06-23,2011-06-23T16:00:53Z,534782.094791114,5649885.65622354
280,PPM009,630,635,2011-06-24T00:00:00Z,18:00:25,2011-06-24T00:00:00Z,14:30:25,2219726,-3354337,4933561,50.99833,-56.505479,171.51,2.4,3D,Yes,6,6,38,13,35,16,41,23,44,29,41,31,50,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.66,17,,0,2011,6,24,8,222.853,987.242,2143.33,0.461170047579,0.153409040987,-0.272550200827,50.0382085866,2.88570506674,0.283307817904,-2.21541161233,-5.07585804176,-7.42117469357,20.5373297255,485.768380964,23.3496134108,9020,1250226,1045117,1,ST,M,1024.78981183,37889.1317501,470834,bFbS,bF42,7,4,2,1,1045117,,,,,,,,,,,,18:00:25,2011-06-24,2011-06-24T18:00:25Z,534701.496614173,5649755.55774772
